End (ISO 8601),End Date,End Time (24 Hour),End Timestamp (Unix),End Timezone (UTC Offset Minutes),Duration (Seconds)
2022-03-11T13:31:00.000+00:00,2022-03-11,13:31:00,1647005460,0,1500
2022-03-11T14:11:00.000+00:00,2022-03-11,14:11:00,1647007860,0,1500
2022-03-11T16:36:00.000+00:00,2022-03-11,16:36:00,1647016560,0,1500
2022-03-11T17:06:00.000+00:00,2022-03-11,17:06:00,1647018360,0,1500
2022-03-13T16:41:00.000+00:00,2022-03-13,16:41:00,1647189660,0,1500
2022-03-13T17:12:00.000+00:00,2022-03-13,17:12:00,1647191520,0,1500
2022-03-13T17:43:00.000+00:00,2022-03-13,17:43:00,1647193380,0,1500
2022-03-13T18:16:00.000+00:00,2022-03-13,18:16:00,1647195360,0,1500
2022-03-13T19:35:00.000+00:00,2022-03-13,19:35:00,1647200100,0,1500
2022-03-13T20:01:00.000+00:00,2022-03-13,20:01:00,1647201660,0,1500
2022-03-14T20:15:00.000+00:00,2022-03-14,20:15:00,1647288900,0,1500
2022-03-14T20:45:00.000+00:00,2022-03-14,20:45:00,1647290700,0,1500
2022-03-15T12:33:00.000+00:00,2022-03-15,12:33:00,1647347580,0,1500
2022-03-15T13:03:00.000+00:00,2022-03-15,13:03:00,1647349380,0,1500
2022-03-15T13:41:00.000+00:00,2022-03-15,13:41:00,1647351660,0,1500
2022-03-15T14:12:00.000+00:00,2022-03-15,14:12:00,1647353520,0,1500
2022-03-16T10:41:00.000+00:00,2022-03-16,10:41:00,1647427260,0,1500
2022-03-16T11:11:00.000+00:00,2022-03-16,11:11:00,1647429060,0,1500
2022-03-16T18:18:00.000+00:00,2022-03-16,18:18:00,1647454680,0,1500
2022-03-17T11:53:00.000+00:00,2022-03-17,11:53:00,1647517980,0,1500
2022-03-17T12:23:00.000+00:00,2022-03-17,12:23:00,1647519780,0,1500
2022-03-17T12:54:00.000+00:00,2022-03-17,12:54:00,1647521640,0,1500
2022-03-17T13:24:00.000+00:00,2022-03-17,13:24:00,1647523440,0,1500
2022-03-17T15:47:00.000+00:00,2022-03-17,15:47:00,1647532020,0,1500
2022-03-17T17:18:00.000+00:00,2022-03-17,17:18:00,1647537480,0,1500
2022-03-17T17:48:00.000+00:00,2022-03-17,17:48:00,1647539280,0,1500
2022-03-17T18:18:00.000+00:00,2022-03-17,18:18:00,1647541080,0,1500
2022-03-18T15:45:00.000+00:00,2022-03-18,15:45:00,1647618300,0,1500
2022-03-18T16:15:00.000+00:00,2022-03-18,16:15:00,1647620100,0,1500
2022-03-18T16:45:00.000+00:00,2022-03-18,16:45:00,1647621900,0,1500
2022-03-18T17:16:00.000+00:00,2022-03-18,17:16:00,1647623760,0,1500
2022-03-18T17:56:00.000+00:00,2022-03-18,17:56:00,1647626160,0,1500
2022-03-22T10:05:00.000+00:00,2022-03-22,10:05:00,1647943500,0,1500
2022-03-22T10:35:00.000+00:00,2022-03-22,10:35:00,1647945300,0,1500
2022-03-22T11:04:00.000+00:00,2022-03-22,11:04:00,1647947040,0,1500
2022-03-22T12:20:00.000+00:00,2022-03-22,12:20:00,1647951600,0,1500
2022-03-22T13:00:00.000+00:00,2022-03-22,13:00:00,1647954000,0,1500
2022-03-23T09:51:00.000+00:00,2022-03-23,09:51:00,1648029060,0,1500
2022-03-23T10:26:00.000+00:00,2022-03-23,10:26:00,1648031160,0,1500
2022-03-23T15:57:00.000+00:00,2022-03-23,15:57:00,1648051020,0,1500
2022-03-23T16:27:00.000+00:00,2022-03-23,16:27:00,1648052820,0,1500
2022-03-23T17:07:00.000+00:00,2022-03-23,17:07:00,1648055220,0,1500
2022-03-24T09:31:00.000+00:00,2022-03-24,09:31:00,1648114260,0,1500
2022-03-24T10:03:00.000+00:00,2022-03-24,10:03:00,1648116180,0,1500
2022-03-24T11:07:00.000+00:00,2022-03-24,11:07:00,1648120020,0,1500
2022-03-24T11:47:00.000+00:00,2022-03-24,11:47:00,1648122420,0,1500
2022-03-24T16:41:00.000+00:00,2022-03-24,16:41:00,1648140060,0,1500
2022-03-24T17:14:00.000+00:00,2022-03-24,17:14:00,1648142040,0,1500
2022-03-25T10:33:00.000+00:00,2022-03-25,10:33:00,1648204380,0,1500
2022-03-25T11:03:00.000+00:00,2022-03-25,11:03:00,1648206180,0,1500
2022-03-25T13:04:00.000+00:00,2022-03-25,13:04:00,1648213440,0,1500
2022-03-25T13:35:00.000+00:00,2022-03-25,13:35:00,1648215300,0,1500
2022-03-25T14:09:00.000+00:00,2022-03-25,14:09:00,1648217340,0,1500
2022-03-25T16:35:00.000+00:00,2022-03-25,16:35:00,1648226100,0,1500
2022-03-25T17:15:00.000+00:00,2022-03-25,17:15:00,1648228500,0,1500
2022-03-25T17:59:00.000+00:00,2022-03-25,17:59:00,1648231140,0,1500
2022-03-25T19:53:00.000+00:00,2022-03-25,19:53:00,1648237980,0,1500
2022-03-25T20:27:00.000+00:00,2022-03-25,20:27:00,1648240020,0,1500
2022-03-25T21:07:00.000+00:00,2022-03-25,21:07:00,1648242420,0,1500
2022-03-28T15:57:00.000+00:00,2022-03-28,15:57:00,1648483020,0,1500
2022-03-28T16:29:00.000+00:00,2022-03-28,16:29:00,1648484940,0,1500
2022-03-28T16:59:00.000+00:00,2022-03-28,16:59:00,1648486740,0,1500
2022-03-28T19:11:00.000+00:00,2022-03-28,19:11:00,1648494660,0,1500
2022-03-28T19:51:00.000+00:00,2022-03-28,19:51:00,1648497060,0,1500
2022-03-29T10:50:00.000+00:00,2022-03-29,10:50:00,1648551000,0,1500
2022-03-29T11:29:00.000+00:00,2022-03-29,11:29:00,1648553340,0,1500
2022-03-29T11:59:00.000+00:00,2022-03-29,11:59:00,1648555140,0,1500
2022-03-29T12:40:00.000+00:00,2022-03-29,12:40:00,1648557600,0,1500
2022-03-29T16:17:00.000+00:00,2022-03-29,16:17:00,1648570620,0,1500
2022-03-29T16:47:00.000+00:00,2022-03-29,16:47:00,1648572420,0,1500
2022-03-29T17:18:00.000+00:00,2022-03-29,17:18:00,1648574280,0,1500
2022-03-29T17:48:00.000+00:00,2022-03-29,17:48:00,1648576080,0,1500
2022-03-29T20:18:00.000+00:00,2022-03-29,20:18:00,1648585080,0,1500
2022-03-29T20:49:00.000+00:00,2022-03-29,20:49:00,1648586940,0,1500
2022-03-31T11:40:00.000+00:00,2022-03-31,11:40:00,1648726800,0,1500
2022-03-31T12:15:00.000+00:00,2022-03-31,12:15:00,1648728900,0,1500
2022-03-31T12:45:00.000+00:00,2022-03-31,12:45:00,1648730700,0,1500
2022-03-31T13:15:00.000+00:00,2022-03-31,13:15:00,1648732500,0,1500
2022-03-31T14:45:00.000+00:00,2022-03-31,14:45:00,1648737900,0,1500
2022-03-31T15:37:00.000+00:00,2022-03-31,15:37:00,1648741020,0,1500
2022-03-31T16:08:00.000+00:00,2022-03-31,16:08:00,1648742880,0,1500
2022-03-31T16:48:00.000+00:00,2022-03-31,16:48:00,1648745280,0,1500
2022-03-31T17:28:00.000+00:00,2022-03-31,17:28:00,1648747680,0,1500
2022-03-31T18:05:00.000+00:00,2022-03-31,18:05:00,1648749900,0,1500
2022-04-01T12:13:00.000+00:00,2022-04-01,12:13:00,1648815180,0,1500
2022-04-01T12:54:00.000+00:00,2022-04-01,12:54:00,1648817640,0,1500
2022-04-03T10:17:00.000+00:00,2022-04-03,10:17:00,1648981020,0,1500
2022-04-03T10:47:00.000+00:00,2022-04-03,10:47:00,1648982820,0,1500
2022-04-03T11:18:00.000+00:00,2022-04-03,11:18:00,1648984680,0,1500
2022-04-03T12:02:00.000+00:00,2022-04-03,12:02:00,1648987320,0,1500
2022-04-03T12:42:00.000+00:00,2022-04-03,12:42:00,1648989720,0,1500
2022-04-03T13:16:00.000+00:00,2022-04-03,13:16:00,1648991760,0,1500
2022-04-03T13:49:00.000+00:00,2022-04-03,13:49:00,1648993740,0,1500
2022-04-03T14:19:00.000+00:00,2022-04-03,14:19:00,1648995540,0,1500
2022-04-03T15:27:00.000+00:00,2022-04-03,15:27:00,1648999620,0,1500
2022-04-03T15:59:00.000+00:00,2022-04-03,15:59:00,1649001540,0,1500
2022-04-03T16:29:00.000+00:00,2022-04-03,16:29:00,1649003340,0,1500
2022-04-04T08:03:00.000+00:00,2022-04-04,08:03:00,1649059380,0,1500
2022-04-04T08:41:00.000+00:00,2022-04-04,08:41:00,1649061660,0,1500
2022-04-04T09:11:00.000+00:00,2022-04-04,09:11:00,1649063460,0,1500
2022-04-04T10:33:00.000+00:00,2022-04-04,10:33:00,1649068380,0,1500
2022-04-04T11:18:00.000+00:00,2022-04-04,11:18:00,1649071080,0,1500
2022-04-04T11:48:00.000+00:00,2022-04-04,11:48:00,1649072880,0,1500
2022-04-04T12:18:00.000+00:00,2022-04-04,12:18:00,1649074680,0,1500
2022-04-04T13:00:00.000+00:00,2022-04-04,13:00:00,1649077200,0,1500
2022-04-04T13:40:00.000+00:00,2022-04-04,13:40:00,1649079600,0,1500
2022-04-04T14:11:00.000+00:00,2022-04-04,14:11:00,1649081460,0,1500
2022-04-05T11:31:00.000+00:00,2022-04-05,11:31:00,1649158260,0,1500
2022-04-05T12:01:00.000+00:00,2022-04-05,12:01:00,1649160060,0,1500
2022-04-05T12:57:00.000+00:00,2022-04-05,12:57:00,1649163420,0,1500
2022-04-05T13:33:00.000+00:00,2022-04-05,13:33:00,1649165580,0,1500
2022-04-05T14:13:00.000+00:00,2022-04-05,14:13:00,1649167980,0,1500
2022-04-05T16:24:00.000+00:00,2022-04-05,16:24:00,1649175840,0,1500
2022-04-05T18:42:00.000+00:00,2022-04-05,18:42:00,1649184120,0,1500
2022-04-06T09:19:00.000+00:00,2022-04-06,09:19:00,1649236740,0,1500
2022-04-06T09:53:00.000+00:00,2022-04-06,09:53:00,1649238780,0,1500
2022-04-06T10:23:00.000+00:00,2022-04-06,10:23:00,1649240580,0,1500
2022-04-06T11:46:00.000+00:00,2022-04-06,11:46:00,1649245560,0,1500
2022-04-06T12:22:00.000+00:00,2022-04-06,12:22:00,1649247720,0,1500
2022-04-06T12:54:00.000+00:00,2022-04-06,12:54:00,1649249640,0,1500
2022-04-06T13:24:00.000+00:00,2022-04-06,13:24:00,1649251440,0,1500
2022-04-06T14:00:00.000+00:00,2022-04-06,14:00:00,1649253600,0,1500
2022-04-06T14:40:00.000+00:00,2022-04-06,14:40:00,1649256000,0,1500
2022-04-06T15:21:00.000+00:00,2022-04-06,15:21:00,1649258460,0,1500
2022-04-07T09:08:00.000+00:00,2022-04-07,09:08:00,1649322480,0,1500
2022-04-07T09:42:00.000+00:00,2022-04-07,09:42:00,1649324520,0,1500
2022-04-07T10:13:00.000+00:00,2022-04-07,10:13:00,1649326380,0,1500
2022-04-07T10:47:00.000+00:00,2022-04-07,10:47:00,1649328420,0,1500
2022-04-07T11:31:00.000+00:00,2022-04-07,11:31:00,1649331060,0,1500
2022-04-07T13:27:00.000+00:00,2022-04-07,13:27:00,1649338020,0,1500
2022-04-07T13:57:00.000+00:00,2022-04-07,13:57:00,1649339820,0,1500
2022-04-07T14:27:00.000+00:00,2022-04-07,14:27:00,1649341620,0,1500
2022-04-07T15:11:00.000+00:00,2022-04-07,15:11:00,1649344260,0,1500
2022-04-08T10:53:00.000+00:00,2022-04-08,10:53:00,1649415180,0,1500
2022-04-08T11:51:00.000+00:00,2022-04-08,11:51:00,1649418660,0,1500
2022-04-08T15:42:00.000+00:00,2022-04-08,15:42:00,1649432520,0,1500
2022-04-08T16:12:00.000+00:00,2022-04-08,16:12:00,1649434320,0,1500
2022-04-08T16:43:00.000+00:00,2022-04-08,16:43:00,1649436180,0,1500
2022-04-08T17:15:00.000+00:00,2022-04-08,17:15:00,1649438100,0,1500
2022-04-09T09:16:00.000+00:00,2022-04-09,09:16:00,1649495760,0,1500
2022-04-09T11:19:00.000+00:00,2022-04-09,11:19:00,1649503140,0,1500
2022-04-09T11:49:00.000+00:00,2022-04-09,11:49:00,1649504940,0,1500
2022-04-11T10:51:00.000+00:00,2022-04-11,10:51:00,1649674260,0,1500
2022-04-11T11:21:00.000+00:00,2022-04-11,11:21:00,1649676060,0,1500
2022-04-11T11:54:00.000+00:00,2022-04-11,11:54:00,1649678040,0,1500
2022-04-11T12:24:00.000+00:00,2022-04-11,12:24:00,1649679840,0,1500
2022-04-11T13:29:00.000+00:00,2022-04-11,13:29:00,1649683740,0,1500
2022-04-11T13:59:00.000+00:00,2022-04-11,13:59:00,1649685540,0,1500
2022-04-11T14:29:00.000+00:00,2022-04-11,14:29:00,1649687340,0,1500
2022-04-11T15:04:00.000+00:00,2022-04-11,15:04:00,1649689440,0,1500
2022-04-11T15:44:00.000+00:00,2022-04-11,15:44:00,1649691840,0,1500
2022-04-11T16:18:00.000+00:00,2022-04-11,16:18:00,1649693880,0,1500
2022-04-12T08:43:00.000+00:00,2022-04-12,08:43:00,1649752980,0,1500
2022-04-12T09:13:00.000+00:00,2022-04-12,09:13:00,1649754780,0,1500
2022-04-12T09:48:00.000+00:00,2022-04-12,09:48:00,1649756880,0,1500
2022-04-12T10:18:00.000+00:00,2022-04-12,10:18:00,1649758680,0,1500
2022-04-12T11:27:00.000+00:00,2022-04-12,11:27:00,1649762820,0,1500
2022-04-12T11:57:00.000+00:00,2022-04-12,11:57:00,1649764620,0,1500
2022-04-12T12:27:00.000+00:00,2022-04-12,12:27:00,1649766420,0,1500
2022-04-12T12:57:00.000+00:00,2022-04-12,12:57:00,1649768220,0,1500
2022-04-12T13:38:00.000+00:00,2022-04-12,13:38:00,1649770680,0,1500
2022-04-12T14:08:00.000+00:00,2022-04-12,14:08:00,1649772480,0,1500
2022-04-12T14:40:00.000+00:00,2022-04-12,14:40:00,1649774400,0,1500
2022-04-12T15:11:00.000+00:00,2022-04-12,15:11:00,1649776260,0,1500
2022-04-13T09:50:00.000+00:00,2022-04-13,09:50:00,1649843400,0,1500
2022-04-13T10:20:00.000+00:00,2022-04-13,10:20:00,1649845200,0,1500
2022-04-13T10:50:00.000+00:00,2022-04-13,10:50:00,1649847000,0,1500
2022-04-13T12:53:00.000+00:00,2022-04-13,12:53:00,1649854380,0,1500
2022-04-13T13:24:00.000+00:00,2022-04-13,13:24:00,1649856240,0,1500
2022-04-13T14:04:00.000+00:00,2022-04-13,14:04:00,1649858640,0,1500
2022-04-13T14:36:00.000+00:00,2022-04-13,14:36:00,1649860560,0,1500
2022-04-13T15:16:00.000+00:00,2022-04-13,15:16:00,1649862960,0,1500
2022-04-13T15:46:00.000+00:00,2022-04-13,15:46:00,1649864760,0,1500
2022-04-13T16:29:00.000+00:00,2022-04-13,16:29:00,1649867340,0,1500
2022-04-14T10:23:00.000+00:00,2022-04-14,10:23:00,1649931780,0,1500
2022-04-14T10:53:00.000+00:00,2022-04-14,10:53:00,1649933580,0,1500
2022-04-14T11:23:00.000+00:00,2022-04-14,11:23:00,1649935380,0,1500
2022-04-14T11:53:00.000+00:00,2022-04-14,11:53:00,1649937180,0,1500
2022-04-14T12:33:00.000+00:00,2022-04-14,12:33:00,1649939580,0,1500
2022-04-14T13:55:00.000+00:00,2022-04-14,13:55:00,1649944500,0,1500
2022-04-14T14:25:00.000+00:00,2022-04-14,14:25:00,1649946300,0,1500
2022-04-14T15:05:00.000+00:00,2022-04-14,15:05:00,1649948700,0,1500
2022-04-14T15:45:00.000+00:00,2022-04-14,15:45:00,1649951100,0,1500
2022-04-14T16:15:00.000+00:00,2022-04-14,16:15:00,1649952900,0,1500
2022-04-14T16:57:00.000+00:00,2022-04-14,16:57:00,1649955420,0,1500
2022-04-14T18:03:00.000+00:00,2022-04-14,18:03:00,1649959380,0,1500
2022-04-15T08:46:00.000+00:00,2022-04-15,08:46:00,1650012360,0,1500
2022-04-15T09:18:00.000+00:00,2022-04-15,09:18:00,1650014280,0,1500
2022-04-15T09:48:00.000+00:00,2022-04-15,09:48:00,1650016080,0,1500
2022-04-15T10:27:00.000+00:00,2022-04-15,10:27:00,1650018420,0,1500
2022-04-15T15:27:00.000+00:00,2022-04-15,15:27:00,1650036420,0,1500
2022-04-15T15:58:00.000+00:00,2022-04-15,15:58:00,1650038280,0,1500
2022-04-15T16:28:00.000+00:00,2022-04-15,16:28:00,1650040080,0,1500
2022-04-15T16:58:00.000+00:00,2022-04-15,16:58:00,1650041880,0,1500
2022-04-16T08:48:00.000+00:00,2022-04-16,08:48:00,1650098880,0,1500
2022-04-16T09:19:00.000+00:00,2022-04-16,09:19:00,1650100740,0,1500
2022-04-16T09:49:00.000+00:00,2022-04-16,09:49:00,1650102540,0,1500
2022-04-16T10:23:00.000+00:00,2022-04-16,10:23:00,1650104580,0,1500
2022-04-16T11:03:00.000+00:00,2022-04-16,11:03:00,1650106980,0,1500
2022-04-16T12:30:00.000+00:00,2022-04-16,12:30:00,1650112200,0,1500
2022-04-16T13:00:00.000+00:00,2022-04-16,13:00:00,1650114000,0,1500
2022-04-16T13:30:00.000+00:00,2022-04-16,13:30:00,1650115800,0,1500
2022-04-19T10:14:00.000+00:00,2022-04-19,10:14:00,1650363240,0,1500
2022-04-19T10:44:00.000+00:00,2022-04-19,10:44:00,1650365040,0,1500
2022-04-19T11:40:00.000+00:00,2022-04-19,11:40:00,1650368400,0,1500
2022-04-19T13:44:00.000+00:00,2022-04-19,13:44:00,1650375840,0,1500
2022-04-19T14:26:00.000+00:00,2022-04-19,14:26:00,1650378360,0,1500
2022-04-19T15:12:00.000+00:00,2022-04-19,15:12:00,1650381120,0,1500
2022-04-19T15:42:00.000+00:00,2022-04-19,15:42:00,1650382920,0,1500
2022-04-19T17:11:00.000+00:00,2022-04-19,17:11:00,1650388260,0,1500
2022-04-20T11:05:00.000+00:00,2022-04-20,11:05:00,1650452700,0,1500
2022-04-20T11:38:00.000+00:00,2022-04-20,11:38:00,1650454680,0,1500
2022-04-21T10:22:00.000+00:00,2022-04-21,10:22:00,1650536520,0,1500
2022-04-21T10:54:00.000+00:00,2022-04-21,10:54:00,1650538440,0,1500
2022-04-21T11:25:00.000+00:00,2022-04-21,11:25:00,1650540300,0,1500
2022-04-21T11:59:00.000+00:00,2022-04-21,11:59:00,1650542340,0,1500
2022-04-21T12:40:00.000+00:00,2022-04-21,12:40:00,1650544800,0,1500
2022-04-21T15:15:00.000+00:00,2022-04-21,15:15:00,1650554100,0,1500
2022-04-21T16:02:00.000+00:00,2022-04-21,16:02:00,1650556920,0,1500
2022-04-21T16:39:00.000+00:00,2022-04-21,16:39:00,1650559140,0,1500
2022-04-21T17:35:00.000+00:00,2022-04-21,17:35:00,1650562500,0,1500
2022-04-22T16:00:00.000+00:00,2022-04-22,16:00:00,1650643200,0,1500
2022-04-22T16:30:00.000+00:00,2022-04-22,16:30:00,1650645000,0,1500
2022-04-22T17:00:00.000+00:00,2022-04-22,17:00:00,1650646800,0,1500
2022-04-22T17:36:00.000+00:00,2022-04-22,17:36:00,1650648960,0,1500
2022-04-23T10:29:00.000+00:00,2022-04-23,10:29:00,1650709740,0,1500
2022-04-23T10:59:00.000+00:00,2022-04-23,10:59:00,1650711540,0,1500
2022-04-23T11:29:00.000+00:00,2022-04-23,11:29:00,1650713340,0,1500
2022-04-23T11:59:00.000+00:00,2022-04-23,11:59:00,1650715140,0,1500
2022-04-23T12:39:00.000+00:00,2022-04-23,12:39:00,1650717540,0,1500
2022-04-23T13:09:00.000+00:00,2022-04-23,13:09:00,1650719340,0,1500
2022-04-23T13:44:00.000+00:00,2022-04-23,13:44:00,1650721440,0,1500
2022-04-23T14:14:00.000+00:00,2022-04-23,14:14:00,1650723240,0,1500
2022-04-23T14:55:00.000+00:00,2022-04-23,14:55:00,1650725700,0,1500
2022-04-23T15:33:00.000+00:00,2022-04-23,15:33:00,1650727980,0,1500
2022-04-25T10:20:00.000+00:00,2022-04-25,10:20:00,1650882000,0,1500
2022-04-25T10:50:00.000+00:00,2022-04-25,10:50:00,1650883800,0,1500
2022-04-25T11:21:00.000+00:00,2022-04-25,11:21:00,1650885660,0,1500
2022-04-25T12:32:00.000+00:00,2022-04-25,12:32:00,1650889920,0,1500
2022-04-25T13:03:00.000+00:00,2022-04-25,13:03:00,1650891780,0,1500
2022-04-25T13:33:00.000+00:00,2022-04-25,13:33:00,1650893580,0,1500
2022-04-25T14:35:00.000+00:00,2022-04-25,14:35:00,1650897300,0,1500
2022-04-25T15:06:00.000+00:00,2022-04-25,15:06:00,1650899160,0,1500
2022-04-25T15:36:00.000+00:00,2022-04-25,15:36:00,1650900960,0,1500
2022-04-25T16:06:00.000+00:00,2022-04-25,16:06:00,1650902760,0,1500
2022-04-25T16:46:00.000+00:00,2022-04-25,16:46:00,1650905160,0,1500
2022-04-25T17:49:00.000+00:00,2022-04-25,17:49:00,1650908940,0,1500
2022-04-26T11:50:00.000+00:00,2022-04-26,11:50:00,1650973800,0,1500
2022-04-26T12:25:00.000+00:00,2022-04-26,12:25:00,1650975900,0,1500
2022-04-27T12:57:00.000+00:00,2022-04-27,12:57:00,1651064220,0,1500
2022-04-27T14:30:00.000+00:00,2022-04-27,14:30:00,1651069800,0,1500
2022-04-27T15:55:00.000+00:00,2022-04-27,15:55:00,1651074900,0,1500
2022-04-27T16:38:00.000+00:00,2022-04-27,16:38:00,1651077480,0,1500
2022-04-27T17:08:00.000+00:00,2022-04-27,17:08:00,1651079280,0,1500
2022-04-28T08:53:00.000+00:00,2022-04-28,08:53:00,1651135980,0,1500
2022-04-28T09:29:00.000+00:00,2022-04-28,09:29:00,1651138140,0,1500
2022-04-28T10:31:00.000+00:00,2022-04-28,10:31:00,1651141860,0,1500
2022-04-28T11:03:00.000+00:00,2022-04-28,11:03:00,1651143780,0,1500
2022-04-28T11:45:00.000+00:00,2022-04-28,11:45:00,1651146300,0,1500
2022-04-28T12:15:00.000+00:00,2022-04-28,12:15:00,1651148100,0,1500
2022-04-28T12:45:00.000+00:00,2022-04-28,12:45:00,1651149900,0,1500
2022-04-28T13:15:00.000+00:00,2022-04-28,13:15:00,1651151700,0,1500
2022-04-29T08:44:00.000+00:00,2022-04-29,08:44:00,1651221840,0,1500
2022-04-29T09:14:00.000+00:00,2022-04-29,09:14:00,1651223640,0,1500
2022-04-29T09:45:00.000+00:00,2022-04-29,09:45:00,1651225500,0,1500
2022-04-29T10:18:00.000+00:00,2022-04-29,10:18:00,1651227480,0,1500
2022-04-29T10:58:00.000+00:00,2022-04-29,10:58:00,1651229880,0,1500
2022-04-29T11:28:00.000+00:00,2022-04-29,11:28:00,1651231680,0,1500
2022-04-29T11:59:00.000+00:00,2022-04-29,11:59:00,1651233540,0,1500
2022-04-29T12:33:00.000+00:00,2022-04-29,12:33:00,1651235580,0,1500
2022-04-29T13:14:00.000+00:00,2022-04-29,13:14:00,1651238040,0,1500
2022-04-29T13:44:00.000+00:00,2022-04-29,13:44:00,1651239840,0,1500
2022-04-29T14:14:00.000+00:00,2022-04-29,14:14:00,1651241640,0,1500
2022-04-29T14:45:00.000+00:00,2022-04-29,14:45:00,1651243500,0,1500
2022-04-29T15:25:00.000+00:00,2022-04-29,15:25:00,1651245900,0,1500
2022-04-30T13:21:00.000+00:00,2022-04-30,13:21:00,1651324860,0,1500
