End (ISO 8601),End Date,End Time (24 Hour),End Timestamp (Unix),End Timezone (UTC Offset Minutes),Duration (Seconds)
2022-04-30T14:12:00.000+00:00,2022-04-30,14:12:00,1651327920,0,1500
2022-04-30T14:43:00.000+00:00,2022-04-30,14:43:00,1651329780,0,1500
2022-05-04T11:13:00.000+00:00,2022-05-04,11:13:00,1651662780,0,1500
2022-05-04T11:43:00.000+00:00,2022-05-04,11:43:00,1651664580,0,1500
2022-05-04T12:14:00.000+00:00,2022-05-04,12:14:00,1651666440,0,1500
2022-05-04T12:50:00.000+00:00,2022-05-04,12:50:00,1651668600,0,1500
2022-05-04T13:34:00.000+00:00,2022-05-04,13:34:00,1651671240,0,1500
2022-05-04T19:22:00.000+00:00,2022-05-04,19:22:00,1651692120,0,1500
2022-05-05T10:07:00.000+00:00,2022-05-05,10:07:00,1651745220,0,1500
2022-05-05T10:42:00.000+00:00,2022-05-05,10:42:00,1651747320,0,1500
2022-05-05T11:25:00.000+00:00,2022-05-05,11:25:00,1651749900,0,1500
2022-05-05T11:55:00.000+00:00,2022-05-05,11:55:00,1651751700,0,1500
2022-05-05T12:36:00.000+00:00,2022-05-05,12:36:00,1651754160,0,1500
2022-05-06T10:01:00.000+00:00,2022-05-06,10:01:00,1651831260,0,1500
2022-05-06T10:32:00.000+00:00,2022-05-06,10:32:00,1651833120,0,1500
2022-05-06T12:21:00.000+00:00,2022-05-06,12:21:00,1651839660,0,1500
2022-05-06T12:53:00.000+00:00,2022-05-06,12:53:00,1651841580,0,1500
2022-05-10T08:33:00.000+00:00,2022-05-10,08:33:00,1652171580,0,1500
2022-05-10T09:03:00.000+00:00,2022-05-10,09:03:00,1652173380,0,1500
2022-05-10T09:38:00.000+00:00,2022-05-10,09:38:00,1652175480,0,1500
2022-05-10T10:08:00.000+00:00,2022-05-10,10:08:00,1652177280,0,1500
2022-05-10T10:58:00.000+00:00,2022-05-10,10:58:00,1652180280,0,1500
2022-05-10T11:28:00.000+00:00,2022-05-10,11:28:00,1652182080,0,1500
2022-05-10T12:08:00.000+00:00,2022-05-10,12:08:00,1652184480,0,1500
2022-05-10T12:38:00.000+00:00,2022-05-10,12:38:00,1652186280,0,1500
2022-05-11T09:16:00.000+00:00,2022-05-11,09:16:00,1652260560,0,1500
2022-05-11T09:46:00.000+00:00,2022-05-11,09:46:00,1652262360,0,1500
2022-05-11T10:23:00.000+00:00,2022-05-11,10:23:00,1652264580,0,1500
2022-05-11T11:39:00.000+00:00,2022-05-11,11:39:00,1652269140,0,1500
2022-05-11T12:44:00.000+00:00,2022-05-11,12:44:00,1652273040,0,1500
2022-05-11T13:14:00.000+00:00,2022-05-11,13:14:00,1652274840,0,1500
2022-05-13T09:31:00.000+00:00,2022-05-13,09:31:00,1652434260,0,1500
2022-05-16T12:01:00.000+00:00,2022-05-16,12:01:00,1652702460,0,1500
2022-05-16T12:31:00.000+00:00,2022-05-16,12:31:00,1652704260,0,1500
2022-05-16T15:33:00.000+00:00,2022-05-16,15:33:00,1652715180,0,1500
2022-05-17T11:44:00.000+00:00,2022-05-17,11:44:00,1652787840,0,1500
2022-05-17T12:22:00.000+00:00,2022-05-17,12:22:00,1652790120,0,1500
2022-05-17T12:54:00.000+00:00,2022-05-17,12:54:00,1652792040,0,1500
2022-05-17T16:07:00.000+00:00,2022-05-17,16:07:00,1652803620,0,1500
2022-05-17T16:37:00.000+00:00,2022-05-17,16:37:00,1652805420,0,1500
2022-05-17T17:08:00.000+00:00,2022-05-17,17:08:00,1652807280,0,1500
2022-05-18T15:19:00.000+00:00,2022-05-18,15:19:00,1652887140,0,1500
2022-05-18T15:49:00.000+00:00,2022-05-18,15:49:00,1652888940,0,1500
2022-05-19T10:18:00.000+00:00,2022-05-19,10:18:00,1652955480,0,1500
2022-05-19T10:49:00.000+00:00,2022-05-19,10:49:00,1652957340,0,1500
2022-05-20T17:55:00.000+00:00,2022-05-20,17:55:00,1653069300,0,1500
2022-05-20T18:26:00.000+00:00,2022-05-20,18:26:00,1653071160,0,1500
2022-05-20T18:51:00.000+00:00,2022-05-20,18:51:00,1653072660,0,1500
2022-05-21T12:09:00.000+00:00,2022-05-21,12:09:00,1653134940,0,1500
2022-05-23T11:50:00.000+00:00,2022-05-23,11:50:00,1653306600,0,1500
2022-05-23T12:23:00.000+00:00,2022-05-23,12:23:00,1653308580,0,1500
2022-05-23T17:42:00.000+00:00,2022-05-23,17:42:00,1653327720,0,1500
2022-05-23T18:12:00.000+00:00,2022-05-23,18:12:00,1653329520,0,1500
2022-05-23T18:51:00.000+00:00,2022-05-23,18:51:00,1653331860,0,1500
2022-05-23T19:21:00.000+00:00,2022-05-23,19:21:00,1653333660,0,1500
2022-05-23T20:01:00.000+00:00,2022-05-23,20:01:00,1653336060,0,1500
2022-05-24T10:50:00.000+00:00,2022-05-24,10:50:00,1653389400,0,1500
2022-05-24T11:31:00.000+00:00,2022-05-24,11:31:00,1653391860,0,1500
2022-05-24T12:04:00.000+00:00,2022-05-24,12:04:00,1653393840,0,1500
2022-05-24T13:22:00.000+00:00,2022-05-24,13:22:00,1653398520,0,1500
2022-05-24T16:05:00.000+00:00,2022-05-24,16:05:00,1653408300,0,1500
2022-05-31T20:23:00.000+00:00,2022-05-31,20:23:00,1654028580,0,1500
2022-05-31T22:42:00.000+00:00,2022-05-31,22:42:00,1654036920,0,1500
2022-06-01T10:25:00.000+00:00,2022-06-01,10:25:00,1654079100,0,1500
2022-06-01T11:00:00.000+00:00,2022-06-01,11:00:00,1654081200,0,1500
2022-06-01T11:50:00.000+00:00,2022-06-01,11:50:00,1654084200,0,1500
2022-06-01T12:20:00.000+00:00,2022-06-01,12:20:00,1654086000,0,1500
2022-06-01T13:33:00.000+00:00,2022-06-01,13:33:00,1654090380,0,1500
2022-06-01T14:10:00.000+00:00,2022-06-01,14:10:00,1654092600,0,1500
2022-06-06T13:41:00.000+00:00,2022-06-06,13:41:00,1654522860,0,1500
2022-06-06T15:41:00.000+00:00,2022-06-06,15:41:00,1654530060,0,1500
2022-06-06T16:12:00.000+00:00,2022-06-06,16:12:00,1654531920,0,1500
2022-06-06T16:42:00.000+00:00,2022-06-06,16:42:00,1654533720,0,1500
2022-06-20T14:23:00.000+00:00,2022-06-20,14:23:00,1655734980,0,1500
2022-06-20T14:53:00.000+00:00,2022-06-20,14:53:00,1655736780,0,1500
2022-06-21T16:56:00.000+00:00,2022-06-21,16:56:00,1655830560,0,1500
2022-06-23T09:21:00.000+00:00,2022-06-23,09:21:00,1655976060,0,1500
2022-06-23T09:52:00.000+00:00,2022-06-23,09:52:00,1655977920,0,1500
2022-06-23T10:22:00.000+00:00,2022-06-23,10:22:00,1655979720,0,1500
2022-06-23T10:52:00.000+00:00,2022-06-23,10:52:00,1655981520,0,1500
2022-06-23T12:00:00.000+00:00,2022-06-23,12:00:00,1655985600,0,1500
2022-06-23T17:23:00.000+00:00,2022-06-23,17:23:00,1656004980,0,1500
2022-06-23T17:55:00.000+00:00,2022-06-23,17:55:00,1656006900,0,1500
2022-07-26T10:56:00.000+00:00,2022-07-26,10:56:00,1658832960,0,1500
2022-07-26T11:40:00.000+00:00,2022-07-26,11:40:00,1658835600,0,1500
2022-07-26T12:48:00.000+00:00,2022-07-26,12:48:00,1658839680,0,1500
2022-07-26T13:19:00.000+00:00,2022-07-26,13:19:00,1658841540,0,1500
2022-07-26T13:49:00.000+00:00,2022-07-26,13:49:00,1658843340,0,1500
2022-07-26T14:20:00.000+00:00,2022-07-26,14:20:00,1658845200,0,1500
2022-08-06T10:14:00.000+00:00,2022-08-06,10:14:00,1659780840,0,1500
2022-08-06T10:46:00.000+00:00,2022-08-06,10:46:00,1659782760,0,1500
2022-08-06T11:18:00.000+00:00,2022-08-06,11:18:00,1659784680,0,1500
2022-08-07T17:41:00.000+00:00,2022-08-07,17:41:00,1659894060,0,1500
2022-08-07T21:12:00.000+00:00,2022-08-07,21:12:00,1659906720,0,1500
2022-08-07T21:51:00.000+00:00,2022-08-07,21:51:00,1659909060,0,1500
2022-08-07T22:23:00.000+00:00,2022-08-07,22:23:00,1659910980,0,1500
2022-08-08T09:07:00.000+00:00,2022-08-08,09:07:00,1659949620,0,1500
2022-08-12T15:13:00.000+00:00,2022-08-12,15:13:00,1660317180,0,1500
2022-08-15T12:34:00.000+00:00,2022-08-15,12:34:00,1660566840,0,1500
2022-08-15T13:59:00.000+00:00,2022-08-15,13:59:00,1660571940,0,1500
2022-08-15T14:29:00.000+00:00,2022-08-15,14:29:00,1660573740,0,1500
2022-08-15T14:59:00.000+00:00,2022-08-15,14:59:00,1660575540,0,1500
2022-08-15T15:33:00.000+00:00,2022-08-15,15:33:00,1660577580,0,1500
2022-08-17T10:51:00.000+00:00,2022-08-17,10:51:00,1660733460,0,1500
2022-08-17T11:29:00.000+00:00,2022-08-17,11:29:00,1660735740,0,1500
2022-08-19T13:22:00.000+00:00,2022-08-19,13:22:00,1660915320,0,1500
2022-08-26T13:35:00.000+00:00,2022-08-26,13:35:00,1661520900,0,1500
2022-09-01T09:08:00.000+00:00,2022-09-01,09:08:00,1662023280,0,1500
2022-09-01T13:00:00.000+00:00,2022-09-01,13:00:00,1662037200,0,1500
2022-09-02T10:01:00.000+00:00,2022-09-02,10:01:00,1662112860,0,1500
2022-09-02T10:38:00.000+00:00,2022-09-02,10:38:00,1662115080,0,1500
2022-09-02T11:08:00.000+00:00,2022-09-02,11:08:00,1662116880,0,1500
2022-09-02T11:57:00.000+00:00,2022-09-02,11:57:00,1662119820,0,1500
2022-09-02T12:37:00.000+00:00,2022-09-02,12:37:00,1662122220,0,1500
2022-09-02T13:07:00.000+00:00,2022-09-02,13:07:00,1662124020,0,1500
2022-09-02T15:24:00.000+00:00,2022-09-02,15:24:00,1662132240,0,1500
2022-09-02T16:13:00.000+00:00,2022-09-02,16:13:00,1662135180,0,1500
2022-09-02T16:43:00.000+00:00,2022-09-02,16:43:00,1662136980,0,1500
2022-09-02T17:59:00.000+00:00,2022-09-02,17:59:00,1662141540,0,1500
2022-09-03T10:09:00.000+00:00,2022-09-03,10:09:00,1662199740,0,1500
2022-09-03T10:39:00.000+00:00,2022-09-03,10:39:00,1662201540,0,1500
2022-09-03T11:09:00.000+00:00,2022-09-03,11:09:00,1662203340,0,1500
2022-09-03T12:16:00.000+00:00,2022-09-03,12:16:00,1662207360,0,1500
2022-09-03T13:34:00.000+00:00,2022-09-03,13:34:00,1662212040,0,1500
2022-09-03T14:04:00.000+00:00,2022-09-03,14:04:00,1662213840,0,1500
2022-09-03T14:35:00.000+00:00,2022-09-03,14:35:00,1662215700,0,1500
2022-09-03T21:27:00.000+00:00,2022-09-03,21:27:00,1662240420,0,1500
2022-09-08T13:38:00.000+00:00,2022-09-08,13:38:00,1662644280,0,1500
2022-09-08T14:11:00.000+00:00,2022-09-08,14:11:00,1662646260,0,1500
2022-09-08T14:44:00.000+00:00,2022-09-08,14:44:00,1662648240,0,1500
2022-09-08T15:14:00.000+00:00,2022-09-08,15:14:00,1662650040,0,1500
2022-09-08T15:54:00.000+00:00,2022-09-08,15:54:00,1662652440,0,1500
2022-09-08T16:30:00.000+00:00,2022-09-08,16:30:00,1662654600,0,1500
2022-09-10T09:41:00.000+00:00,2022-09-10,09:41:00,1662802860,0,1500
2022-09-10T10:13:00.000+00:00,2022-09-10,10:13:00,1662804780,0,1500
2022-09-10T11:22:00.000+00:00,2022-09-10,11:22:00,1662808920,0,1500
2022-09-10T12:03:00.000+00:00,2022-09-10,12:03:00,1662811380,0,1500
2022-09-10T12:49:00.000+00:00,2022-09-10,12:49:00,1662814140,0,1500
2022-09-10T13:26:00.000+00:00,2022-09-10,13:26:00,1662816360,0,1500
2022-09-10T14:05:00.000+00:00,2022-09-10,14:05:00,1662818700,0,1500
2022-09-10T15:21:00.000+00:00,2022-09-10,15:21:00,1662823260,0,1500
2022-09-10T17:01:00.000+00:00,2022-09-10,17:01:00,1662829260,0,1500
2022-09-10T20:25:00.000+00:00,2022-09-10,20:25:00,1662841500,0,1500
2022-09-10T20:59:00.000+00:00,2022-09-10,20:59:00,1662843540,0,1500
2022-09-10T21:29:00.000+00:00,2022-09-10,21:29:00,1662845340,0,1500
2022-09-11T09:14:00.000+00:00,2022-09-11,09:14:00,1662887640,0,1500
2022-09-11T09:44:00.000+00:00,2022-09-11,09:44:00,1662889440,0,1500
2022-09-11T10:15:00.000+00:00,2022-09-11,10:15:00,1662891300,0,1500
2022-09-11T11:06:00.000+00:00,2022-09-11,11:06:00,1662894360,0,1500
2022-09-11T12:55:00.000+00:00,2022-09-11,12:55:00,1662900900,0,1500
2022-09-11T14:00:00.000+00:00,2022-09-11,14:00:00,1662904800,0,1500
2022-09-11T14:39:00.000+00:00,2022-09-11,14:39:00,1662907140,0,1500
2022-09-11T16:39:00.000+00:00,2022-09-11,16:39:00,1662914340,0,1500
2022-09-11T17:09:00.000+00:00,2022-09-11,17:09:00,1662916140,0,1500
2022-09-11T17:39:00.000+00:00,2022-09-11,17:39:00,1662917940,0,1500
2022-09-12T20:35:00.000+00:00,2022-09-12,20:35:00,1663014900,0,1500
2022-09-14T12:29:00.000+00:00,2022-09-14,12:29:00,1663158540,0,1500
2022-09-14T13:26:00.000+00:00,2022-09-14,13:26:00,1663161960,0,1500
2022-09-14T20:15:00.000+00:00,2022-09-14,20:15:00,1663186500,0,1500
2022-09-14T20:45:00.000+00:00,2022-09-14,20:45:00,1663188300,0,1500
2022-09-14T21:30:00.000+00:00,2022-09-14,21:30:00,1663191000,0,1500
2022-09-14T22:00:00.000+00:00,2022-09-14,22:00:00,1663192800,0,1500
2022-09-15T09:46:00.000+00:00,2022-09-15,09:46:00,1663235160,0,1500
2022-09-15T10:16:00.000+00:00,2022-09-15,10:16:00,1663236960,0,1500
2022-09-15T10:46:00.000+00:00,2022-09-15,10:46:00,1663238760,0,1500
2022-09-15T11:18:00.000+00:00,2022-09-15,11:18:00,1663240680,0,1500
2022-09-15T11:59:00.000+00:00,2022-09-15,11:59:00,1663243140,0,1500
2022-09-15T12:35:00.000+00:00,2022-09-15,12:35:00,1663245300,0,1500
2022-09-15T13:05:00.000+00:00,2022-09-15,13:05:00,1663247100,0,1500
2022-09-15T13:35:00.000+00:00,2022-09-15,13:35:00,1663248900,0,1500
2022-09-15T14:20:00.000+00:00,2022-09-15,14:20:00,1663251600,0,1500
2022-09-15T15:08:00.000+00:00,2022-09-15,15:08:00,1663254480,0,1500
2022-09-15T22:41:00.000+00:00,2022-09-15,22:41:00,1663281660,0,1500
2022-09-16T20:14:00.000+00:00,2022-09-16,20:14:00,1663359240,0,1500
2022-09-17T12:18:00.000+00:00,2022-09-17,12:18:00,1663417080,0,1500
2022-09-17T12:49:00.000+00:00,2022-09-17,12:49:00,1663418940,0,1500
2022-09-17T13:19:00.000+00:00,2022-09-17,13:19:00,1663420740,0,1500
2022-09-17T13:52:00.000+00:00,2022-09-17,13:52:00,1663422720,0,1500
2022-09-17T14:33:00.000+00:00,2022-09-17,14:33:00,1663425180,0,1500
2022-09-17T15:23:00.000+00:00,2022-09-17,15:23:00,1663428180,0,1500
2022-09-17T16:17:00.000+00:00,2022-09-17,16:17:00,1663431420,0,1500
2022-09-19T11:43:00.000+00:00,2022-09-19,11:43:00,1663587780,0,1500
2022-09-19T12:21:00.000+00:00,2022-09-19,12:21:00,1663590060,0,1500
2022-09-19T13:58:00.000+00:00,2022-09-19,13:58:00,1663595880,0,1500
2022-09-19T14:30:00.000+00:00,2022-09-19,14:30:00,1663597800,0,1500
2022-09-19T16:17:00.000+00:00,2022-09-19,16:17:00,1663604220,0,1500
2022-09-19T21:18:00.000+00:00,2022-09-19,21:18:00,1663622280,0,1500
2022-09-19T22:03:00.000+00:00,2022-09-19,22:03:00,1663624980,0,1500
2022-09-19T22:51:00.000+00:00,2022-09-19,22:51:00,1663627860,0,1500
2022-09-19T23:21:00.000+00:00,2022-09-19,23:21:00,1663629660,0,1500
2022-09-21T20:47:00.000+00:00,2022-09-21,20:47:00,1663793220,0,1500
2022-09-21T21:18:00.000+00:00,2022-09-21,21:18:00,1663795080,0,1500
2022-09-22T06:41:00.000+00:00,2022-09-22,06:41:00,1663828860,0,1500
2022-09-22T07:14:00.000+00:00,2022-09-22,07:14:00,1663830840,0,1500
2022-09-22T07:49:00.000+00:00,2022-09-22,07:49:00,1663832940,0,1500
2022-09-22T08:57:00.000+00:00,2022-09-22,08:57:00,1663837020,0,1500
2022-09-22T09:28:00.000+00:00,2022-09-22,09:28:00,1663838880,0,1500
2022-09-22T13:16:00.000+00:00,2022-09-22,13:16:00,1663852560,0,1500
2022-09-22T13:59:00.000+00:00,2022-09-22,13:59:00,1663855140,0,1500
2022-10-03T20:29:00.000+00:00,2022-10-03,20:29:00,1664828940,0,1500
2022-10-04T12:46:00.000+00:00,2022-10-04,12:46:00,1664887560,0,1500
2022-10-04T13:25:00.000+00:00,2022-10-04,13:25:00,1664889900,0,1500
2022-10-04T14:06:00.000+00:00,2022-10-04,14:06:00,1664892360,0,1500
2022-10-04T14:39:00.000+00:00,2022-10-04,14:39:00,1664894340,0,1500
2022-10-04T15:32:00.000+00:00,2022-10-04,15:32:00,1664897520,0,1500
2022-10-05T19:06:00.000+00:00,2022-10-05,19:06:00,1664996760,0,1500
2022-10-05T19:47:00.000+00:00,2022-10-05,19:47:00,1664999220,0,1500
2022-10-05T20:17:00.000+00:00,2022-10-05,20:17:00,1665001020,0,1500
2022-10-05T20:53:00.000+00:00,2022-10-05,20:53:00,1665003180,0,1500
2022-10-06T08:56:00.000+00:00,2022-10-06,08:56:00,1665046560,0,1500
2022-10-06T10:19:00.000+00:00,2022-10-06,10:19:00,1665051540,0,1500
2022-10-06T10:51:00.000+00:00,2022-10-06,10:51:00,1665053460,0,1500
2022-10-06T11:35:00.000+00:00,2022-10-06,11:35:00,1665056100,0,1500
2022-10-06T12:36:00.000+00:00,2022-10-06,12:36:00,1665059760,0,1500
2022-10-06T13:17:00.000+00:00,2022-10-06,13:17:00,1665062220,0,1500
2022-10-06T14:20:00.000+00:00,2022-10-06,14:20:00,1665066000,0,1500
2022-10-06T17:28:00.000+00:00,2022-10-06,17:28:00,1665077280,0,1500
2022-10-07T10:46:00.000+00:00,2022-10-07,10:46:00,1665139560,0,1500
2022-10-08T08:38:00.000+00:00,2022-10-08,08:38:00,1665218280,0,1500
2022-10-08T09:09:00.000+00:00,2022-10-08,09:09:00,1665220140,0,1500
2022-10-08T09:40:00.000+00:00,2022-10-08,09:40:00,1665222000,0,1500
2022-10-08T10:21:00.000+00:00,2022-10-08,10:21:00,1665224460,0,1500
2022-10-08T19:53:00.000+00:00,2022-10-08,19:53:00,1665258780,0,1500
2022-10-08T20:23:00.000+00:00,2022-10-08,20:23:00,1665260580,0,1500
2022-10-08T20:53:00.000+00:00,2022-10-08,20:53:00,1665262380,0,1500
2022-10-08T21:43:00.000+00:00,2022-10-08,21:43:00,1665265380,0,1500
2022-10-10T17:19:00.000+00:00,2022-10-10,17:19:00,1665422340,0,1500
2022-10-10T19:40:00.000+00:00,2022-10-10,19:40:00,1665430800,0,1500
2022-10-11T14:43:00.000+00:00,2022-10-11,14:43:00,1665499380,0,1500
2022-10-11T21:56:00.000+00:00,2022-10-11,21:56:00,1665525360,0,1500
2022-10-11T22:26:00.000+00:00,2022-10-11,22:26:00,1665527160,0,1500
2022-10-11T22:56:00.000+00:00,2022-10-11,22:56:00,1665528960,0,1500
2022-10-12T13:58:00.000+00:00,2022-10-12,13:58:00,1665583080,0,1500
2022-10-12T14:29:00.000+00:00,2022-10-12,14:29:00,1665584940,0,1500
2022-10-12T17:21:00.000+00:00,2022-10-12,17:21:00,1665595260,0,1500
2022-10-12T17:51:00.000+00:00,2022-10-12,17:51:00,1665597060,0,1500
2022-10-13T07:23:00.000+00:00,2022-10-13,07:23:00,1665645780,0,1500
2022-10-13T07:54:00.000+00:00,2022-10-13,07:54:00,1665647640,0,1500
2022-10-13T08:44:00.000+00:00,2022-10-13,08:44:00,1665650640,0,1500
2022-10-13T09:33:00.000+00:00,2022-10-13,09:33:00,1665653580,0,1500
2022-10-14T08:27:00.000+00:00,2022-10-14,08:27:00,1665736020,0,1500
2022-10-14T09:03:00.000+00:00,2022-10-14,09:03:00,1665738180,0,1500
2022-10-14T15:11:00.000+00:00,2022-10-14,15:11:00,1665760260,0,1500
2022-10-14T15:58:00.000+00:00,2022-10-14,15:58:00,1665763080,0,1500
2022-10-19T10:07:00.000+00:00,2022-10-19,10:07:00,1666174020,0,1500
2022-10-19T10:37:00.000+00:00,2022-10-19,10:37:00,1666175820,0,1500
2022-10-19T16:11:00.000+00:00,2022-10-19,16:11:00,1666195860,0,1500
2022-10-19T16:43:00.000+00:00,2022-10-19,16:43:00,1666197780,0,1500
2022-10-20T09:58:00.000+00:00,2022-10-20,09:58:00,1666259880,0,1500
2022-10-20T11:50:00.000+00:00,2022-10-20,11:50:00,1666266600,0,1500
2022-10-20T12:47:00.000+00:00,2022-10-20,12:47:00,1666270020,0,1500
2022-10-20T13:18:00.000+00:00,2022-10-20,13:18:00,1666271880,0,1500
2022-10-20T15:37:00.000+00:00,2022-10-20,15:37:00,1666280220,0,1500
2022-10-20T16:09:00.000+00:00,2022-10-20,16:09:00,1666282140,0,1500
2022-10-25T09:50:00.000+00:00,2022-10-25,09:50:00,1666691400,0,1500
2022-10-26T12:04:00.000+00:00,2022-10-26,12:04:00,1666785840,0,1500
2022-10-26T12:43:00.000+00:00,2022-10-26,12:43:00,1666788180,0,1500
2022-10-26T20:12:00.000+00:00,2022-10-26,20:12:00,1666815120,0,1500
2022-10-27T08:45:00.000+00:00,2022-10-27,08:45:00,1666860300,0,1500
2022-10-27T09:15:00.000+00:00,2022-10-27,09:15:00,1666862100,0,1500
2022-10-27T09:47:00.000+00:00,2022-10-27,09:47:00,1666864020,0,1500
2022-10-27T13:36:00.000+00:00,2022-10-27,13:36:00,1666877760,0,1500
2022-10-27T14:27:00.000+00:00,2022-10-27,14:27:00,1666880820,0,1500
2022-10-29T08:59:00.000+00:00,2022-10-29,08:59:00,1667033940,0,1500
2022-10-29T14:19:00.000+00:00,2022-10-29,14:19:00,1667053140,0,1500
2022-10-29T14:49:00.000+00:00,2022-10-29,14:49:00,1667054940,0,1500
2022-10-29T15:41:00.000+00:00,2022-10-29,15:41:00,1667058060,0,1500
2022-10-29T16:11:00.000+00:00,2022-10-29,16:11:00,1667059860,0,1500
2022-10-30T11:14:00.000+00:00,2022-10-30,11:14:00,1667128440,0,1500
2022-10-30T11:44:00.000+00:00,2022-10-30,11:44:00,1667130240,0,1500
2022-10-30T14:10:00.000+00:00,2022-10-30,14:10:00,1667139000,0,1500
2023-02-03T20:22:00.000+00:00,2023-02-03,20:22:00,1675455720,0,1500
2023-02-03T21:36:00.000+00:00,2023-02-03,21:36:00,1675460160,0,1500
2023-02-03T22:12:00.000+00:00,2023-02-03,22:12:00,1675462320,0,1500
2023-02-20T21:09:00.000+00:00,2023-02-20,21:09:00,1676927340,0,1500
2023-02-20T21:48:00.000+00:00,2023-02-20,21:48:00,1676929680,0,1500
2023-05-03T15:18:00.000+00:00,2023-05-03,15:18:00,1683127080,0,1500
